usuario,sesion,digito,usuario_num,muestra,distancia0,distancia1,distancia2,distancia3,distancia4,distancia5,distancia6,distancia7,distancia8,distancia9
102,session_2,0,102,010,27.88594924927381,126.90014466230512,100.76492783198628,112.56990502447147,89.7986064756239,104.43539928169753,69.49269129959823,102.37592462273055,63.33853094210816,108.97808331977815
102,session_2,0,102,012,22.69287398253488,100.05640254214491,80.98647218271681,78.0093127043125,72.39323358409283,69.19025141482,45.9464584088253,68.47750447481718,38.73679268985752,83.91116212934128
102,session_2,0,102,014,12.356706137575099,103.82453550621537,69.87975590961443,88.41330272652894,68.8593767965049,75.57925331214643,42.51829758111893,72.50252908229652,39.62891804435224,85.62819527930253
102,session_2,0,102,016,9.767026090733705,106.53511740701505,76.58640235059498,99.3457969900225,67.14245730202875,80.83620573530102,46.72464803885289,73.18346184368905,29.97475461244226,81.60227841770106
103,session_1,0,103,002,25.0388930313586,129.9422321614954,86.37341192147188,126.3902827251717,95.45137317088705,107.38175124800817,74.0864230750766,89.04801349064022,51.451262418620935,106.5736099073934
103,session_1,0,103,004,19.895735819797405,109.10481337524465,64.24482305603185,103.80524996025507,83.69475006083812,83.14051731026846,53.93539153654948,76.15291631384254,48.9832957083394,94.76481229972259
103,session_1,0,103,006,18.365541370855986,130.8219431801806,85.4660471391476,120.78765821442569,81.95792177740823,104.20763720955995,71.35530453300385,85.96635598687504,45.20769463611585,97.42099267498385
103,session_1,0,103,008,48.9682592015602,131.14255488991515,74.76218836664111,131.8459693727579,117.15700021807395,116.96952221721665,66.69442633671267,97.83249198883708,68.17377924450558,129.9641704639582
103,session_2,0,103,010,16.238838788680017,121.6915374234661,75.87698643663732,114.37051566730617,78.11691229332324,95.95299725183403,57.853310216184596,80.5554379617325,40.96272512221524,92.66026212325816
103,session_2,0,103,012,18.259263078943814,107.62918702758162,70.07579712671752,107.06323275746071,82.45629467451135,86.83509057772514,50.22938511514125,75.99754775490132,42.84813665249295,94.9340518702006
103,session_2,0,103,014,31.681033902373898,115.01534496872335,69.43342223148835,118.34708254206755,88.65724736751135,100.52273149841851,55.856831270626614,77.88252955887971,47.35528530968237,100.27536095981995
103,session_2,0,103,016,35.14547790744138,109.17587734339045,66.91751751966005,112.02883359896525,100.48765629751765,90.23704457868685,61.2268912489238,78.535353451491,56.93874954210324,105.43191787454562
104,session_1,0,104,002,16.001836651713454,101.68101048496425,62.34225992215013,95.22468488709119,75.2140498311721,78.49616358589327,52.18532468282983,74.53738187498772,40.10364202441132,91.36074523173916
104,session_1,0,104,004,18.980563039233893,112.38059216392855,64.46980114656834,108.20541409664285,84.11131606258563,89.63666389497985,54.21077325584662,81.45755692680002,46.07687898923951,99.1057711911355
104,session_1,0,104,006,17.809872217005363,108.27419630589539,71.50375234950413,108.85042785349461,82.12892092464335,88.00383994013683,57.25635361294108,78.82008613997887,42.05262305206405,93.19043565457406
104,session_1,0,104,008,14.854896330657581,114.76461820571303,85.02947270504944,105.06357286323366,80.61461565900649,87.32203551543141,57.78047662156408,85.60915622909938,42.651407508297375,93.85825628933225
104,session_2,0,104,010,18.11418133760929,96.57774334347062,65.33971977120675,94.08280298534861,68.45104222675955,77.73537096991754,37.84187735125011,67.02265252782298,28.76485465991072,88.90371796332512
104,session_2,0,104,012,19.73349758064778,91.14876003432525,59.42371752048026,87.54163911487166,56.94103556007277,71.41638726290934,34.7507755862811,58.75314498107936,26.984118863599612,75.42780557213311
104,session_2,0,104,014,12.759331080332794,102.38116001014318,67.8265279247127,96.74461329475123,69.39591932345388,75.49498411393267,36.55577737242582,73.7057458964011,34.8804822596301,81.86542709606131
104,session_2,0,104,016,8.66260854812534,96.06324721988064,69.45727155253506,90.57964841453784,72.00040276225737,71.29972923421084,42.22015992866886,68.42215303917027,30.971995492429752,80.47246727168671
105,session_1,0,105,002,14.533356096477029,98.4516375181172,85.26429973929704,97.72973289535553,66.89079394907748,83.2339578903489,51.233808311187126,68.58927998275972,31.022304664586482,73.72776395181162
105,session_1,0,105,004,12.381096479151706,106.55742341003813,87.14522672276419,100.77520395671371,68.09395827610722,84.44693600033727,53.29392371520481,72.03565881358205,31.65744663402555,78.7082924789303
105,session_1,0,105,006,11.75640014495449,107.88855000631847,89.22727014665821,97.96780528767981,63.36226032905185,81.014698674824,48.958739710655045,73.20718214352186,31.4880880322202,76.19786109795058
105,session_1,0,105,008,14.99997618070647,98.6842283128448,82.17274322617347,95.23666814838495,57.9311143485145,78.27342615562793,48.11223516283995,63.75539906162806,28.10543940627327,69.65412883118447
105,session_2,0,105,010,17.832543498500353,115.4987849295957,73.26230334334296,109.36526726585541,82.54389751569755,92.64175071793136,57.138795897305414,81.79052957426059,46.20724333030033,99.0786799360175
105,session_2,0,105,012,13.196254794055033,115.49647505338976,85.46709851117056,106.53809796244073,77.80905986013411,90.54361857808024,55.66998097843528,79.90072506792669,37.83168023981453,88.57747968832793
105,session_2,0,105,014,16.991019738939134,106.69400445507144,72.92531186525108,106.09381673689812,69.5907552065865,85.38487082047158,48.4137428444508,67.43922286503667,31.891400616678144,81.67198212875972
105,session_2,0,105,016,10.516177185147132,106.0921702413528,82.25355576440478,102.79575069628294,65.28735745595071,84.37702142343544,54.40152031100223,70.69650208614397,28.501937330756373,78.44518563880654
106,session_1,0,106,002,22.766159190299135,110.77944989282818,73.05992159551573,108.11920346612736,89.556198496889,86.2370062391504,57.09400261950702,80.68617111819381,48.96600620369772,99.12989800754276
106,session_1,0,106,004,26.895866218493303,129.45305231473023,86.2341559521347,113.27648105896779,90.66882527051375,103.64075698258412,76.14924142885619,92.20205857242426,59.935190210913575,107.69626141630503
106,session_1,0,106,006,23.39912959466622,123.6498248757718,89.83425286402091,117.10184223753038,84.08346438541005,98.28136622358187,71.82393657378479,85.71742908567741,53.90302341353432,93.06030210411772
106,session_1,0,106,008,13.804450863405544,95.46292676330827,71.75625738040661,94.71192752257934,70.73435683360088,77.32400766757704,57.79806632492069,69.45507287708038,41.748258243619176,81.18937616040235
106,session_2,0,106,010,11.134570636768405,93.97695949634537,73.59698433176123,98.99309370925432,72.8287976780032,76.74994290557139,53.84603199339781,70.64910754411606,38.8043742272853,73.06044718245671
106,session_2,0,106,012,28.288758579677356,110.82998532726953,83.44864461604874,116.49017024185115,95.46242661741113,92.73764093435278,64.20797662600796,82.089712161071,52.22611351906631,95.5094526220589
106,session_2,0,106,014,27.994981513175397,134.84143144936058,94.77346433822316,130.7570632302755,91.98652953927983,113.62827866541537,84.55045428551993,93.0295348645346,58.58113201492916,104.87480685814266
106,session_2,0,106,016,15.763324799236157,111.38680658653963,78.93452993612371,113.49458591129552,81.39780729673063,95.74632799744083,66.9167265264924,75.828351591154,43.00645827770468,90.53659832141753
107,session_1,0,107,002,17.35446241504189,85.45019325145255,66.57354257486513,83.90387538563463,58.747427476717625,61.434026541523025,36.11578988571139,57.72985440407383,33.56411213182532,64.57818741950882
107,session_1,0,107,004,10.809774220789203,103.44982082142629,61.66227189016288,97.22463587256529,71.11121317679967,79.153362004819,48.65040965229805,72.55778869228031,36.791585751808064,87.70807921410675
107,session_1,0,107,006,9.551837223075633,100.97175485290751,65.27572235910539,94.03735510680548,71.8123774698161,74.67636371788772,48.46007378100936,70.60175797688949,37.091590461248586,86.10359248021342
107,session_1,0,107,008,13.545792335851463,102.84338727076293,66.70648657742508,97.25712065207031,64.02531708710731,77.4455001117338,42.88133691208766,69.22545115621365,31.86850508237589,80.17428687698253
107,session_2,0,107,010,14.171422652884202,92.96939031973253,75.44494075489358,94.95912086061014,74.6781663403558,72.9642362729385,48.717440068060725,68.23153602744456,36.7902769316719,76.45457820416652
107,session_2,0,107,012,9.906629379064459,95.86194442468239,62.32839763246423,98.3274296248714,80.91763752466285,76.42339255139692,49.28660991281944,69.13482108979099,37.087722651954316,88.54222377883029
107,session_2,0,107,014,25.995004260671205,100.28519540886458,72.61461688062207,107.03587002692062,90.95279532600124,83.98855875704216,58.58191901497915,75.51616680642607,49.08445075429941,95.21144116918856
107,session_2,0,107,016,30.223935859689956,105.83785855850604,81.19866666804947,114.80263286067378,98.83939824026045,92.61050473199626,63.127902071557315,80.2892920912315,50.95893793971115,99.00899395217549
108,session_1,0,108,002,11.241393804733542,112.03576708662783,81.58707754442965,103.87165473962123,76.72028774679782,85.9468716264794,57.878857972994936,80.18934718107774,40.74709932289466,91.24553052093691
108,session_1,0,108,004,9.80615390939598,104.73685417494312,79.58027656396762,96.84765754927012,74.02999156925448,77.51967239121491,45.76351642795064,74.75067427704232,32.42038061628353,83.6468960501296
108,session_1,0,108,006,14.75159922064385,108.4254487917743,68.89904406560491,104.44118078921503,71.83408097979944,86.0187049280307,47.82261541842389,69.11429601463384,32.37526788904936,84.9933201938066
108,session_1,0,108,008,22.047115798371067,136.01879517901043,99.61590326578164,110.76093479167146,86.77062780403078,99.57761978411615,68.02763369145406,97.05195900436217,53.383256951244476,100.33493786170455
108,session_2,0,108,010,28.98701576846237,77.63316674882968,59.35009350906165,91.82453103605773,85.42818302664016,75.82732179023412,52.622202025944574,59.874870811967526,39.37065657125351,82.31800899614173
108,session_2,0,108,012,25.048494731261773,92.60029722275074,73.0194910659916,99.90432933521978,93.47492956404672,87.3984788699144,55.26065046125156,68.75079259967218,42.10544133773452,86.75250929692025
108,session_2,0,108,014,23.844681018876262,114.51839938035917,82.97917658030754,107.8683836609524,81.22871978957569,94.55450538654024,60.751842353627445,73.2955216056709,42.81308382603454,84.98360347730488
108,session_2,0,108,016,14.374765374793451,91.15703188606165,68.92467134022553,92.53722795938613,68.70784315821626,71.30199407818252,38.45617964465543,62.573280715789586,32.525450468495855,73.49500663874336
109,session_1,0,109,002,17.348196040811693,120.02573042289225,76.77410730436893,111.9814474214586,81.97188165866636,96.1981260262032,57.50820421599851,84.4114134182334,48.42540609528926,99.18509519603609
109,session_1,0,109,004,14.317403913909978,92.38738793768282,57.43993515691464,91.06272629378105,61.06923847773364,70.7614109590611,35.18137143296209,61.40180352391799,27.877398169337713,76.53995458254263
109,session_1,0,109,006,16.45829987926139,107.22304354240285,68.94849817707654,102.95797579337709,66.59338187508763,87.0831406538582,50.24810880627608,68.98527425268932,32.6295161586212,86.45152188067713
109,session_1,0,109,008,12.986759477906157,101.06113249180721,82.27758114942873,91.38612798430184,73.48214651564055,74.22695582736986,44.50918062496466,70.42475872829264,32.741399971581615,79.47748958976237
109,session_2,0,109,010,14.359872747253434,92.24456664983374,71.3709821630998,90.80842160362135,65.91081309352775,74.03474462303329,42.85355728189639,62.159928905748586,26.747304098129298,73.89521841847244
109,session_2,0,109,012,12.221383956417558,108.29981988369083,71.38055814716805,98.58943296226663,72.6215779956086,82.02423579975311,45.43029174261207,76.18717405570811,38.19365723600747,88.54213733685913
109,session_2,0,109,014,19.188289434875216,77.24733740062693,74.4470026963857,88.15964268753974,73.52688914401683,74.83795666115893,50.56538130008358,62.897982159317344,35.689496968625384,71.30816451408128
109,session_2,0,109,016,14.63709304570779,80.37058521495177,66.82374601219585,88.11785073459318,72.72518448053658,64.9160562597038,44.96951037932675,63.28799424167034,33.27799756645879,74.71081170597765
110,session_1,0,110,002,15.39884182104659,97.25625643038933,65.05543469312181,93.9555770922398,72.60583778267441,77.95963143478606,41.54082476753501,68.78367062997465,30.50649829006815,85.00350449582712
110,session_1,0,110,004,11.730563929905092,115.94347993556948,78.60725661953765,103.20037496560656,72.67054974960497,89.78640474409664,54.736450615369414,79.14745944112626,38.597139944696,90.67738350021371
110,session_1,0,110,006,22.27817215862799,129.00228819161617,105.66802554751563,110.10663417293738,83.68956704046307,100.16272911620032,71.5319634155144,87.98502829975388,47.50113547656226,98.46321268408029
110,session_1,0,110,008,18.601005260274086,116.03216889394203,86.43254934896949,105.85481385965913,72.39963405503154,93.45142725498017,61.25903868700988,77.46654946373889,35.81127565307787,90.1026998132889
110,session_2,0,110,008,28.954770678210565,121.28249631199505,132.08649373021262,122.73793807818623,90.95074311427678,113.94454351621566,78.83265343499014,108.83257379282007,61.05029739025556,102.47101054916283
110,session_2,0,110,010,28.492634420845334,127.15640049979932,99.17148982057267,98.39291421764271,83.64388063565511,91.11803921053881,61.90788772368996,88.84761485935117,54.006529742630384,100.28153285898736
110,session_2,0,110,012,26.095860342972614,111.08258163920428,102.36991152217192,91.88978497461916,77.24089409325886,86.75892384780565,59.44533679150059,78.13478768360999,42.57766696721599,85.55686422213486
110,session_2,0,110,014,14.124518524537491,99.19747692663695,73.34268187739201,100.72179677529115,74.76959427917866,81.01136123212882,48.499548866509606,69.55443722743824,32.081797253482414,85.23180462039002
111,session_1,0,111,002,19.71821462771204,79.71743603036407,56.39199418625649,85.34178993406245,73.6112412647288,65.76278103290907,44.81313138504104,60.86160738866925,39.49569592471247,79.76638942054139
111,session_1,0,111,004,12.158846722803094,95.94218714697331,56.68842862649889,92.2370887674007,68.04235534498379,73.15063788774329,41.16188005518623,68.09357000271788,36.8442329146671,83.0647168283545
111,session_1,0,111,006,21.271572380995476,113.93478137916327,70.0551255292714,113.55649417188519,89.6093006687676,92.29488478797435,50.794305890892275,82.81643268702072,47.42987438432276,103.36908027694287
111,session_1,0,111,008,15.929175596019203,112.55620666208912,77.24546656687164,106.7003701037762,86.53717485877497,87.17907851686233,53.66152849655004,82.80000404257498,44.449118477060146,96.66650914827699
111,session_2,0,111,010,13.956287611461454,107.23151232076557,73.45786216614754,101.33111656504596,76.84501668631698,80.29673901826342,42.75139022767746,77.08160222357837,39.4275996701438,87.52155980475862
111,session_2,0,111,012,31.39936641329763,118.57529658100768,73.45795897083377,116.83987992030073,96.7052510292264,96.06161456220622,57.97377259001947,86.88167263998228,55.602967794389976,106.74466670546508
111,session_2,0,111,014,18.009960752648134,112.27469594744039,73.9323568371853,96.65958954593091,81.8439571423182,79.41373584507058,47.39622731098587,84.26663645935879,45.851306745143184,95.43249040701454
111,session_2,0,111,016,11.91720850722686,99.27471500167961,63.70077365465429,96.11431366267183,71.9392899991962,76.25980398403348,38.16502294460224,70.32513658400734,38.85327271847278,82.80402633082305
112,session_1,0,112,002,21.721506130193205,110.85221356678274,82.61417754815233,94.28451830344792,74.53108318267275,81.54944468791861,55.632772824623466,80.98063189424578,49.35869844362736,89.99013705905
112,session_1,0,112,004,27.601829890237667,98.88464043943331,84.71427805859959,88.67088445624762,85.44995289304356,74.40088280166427,49.42468575588526,78.35934461863215,49.47595597425344,82.70934951112248
112,session_1,0,112,006,24.68869586640027,128.77062852609342,96.5428665469646,102.53294512475918,86.12526716170295,91.38431428128297,61.59304817614808,94.99857814830516,56.70056786503018,103.04362954472741
112,session_1,0,112,008,26.862161956241174,118.31265790003886,87.60242136637122,92.62924966421858,80.30059222163756,82.40126774634693,59.21078823911944,87.91022028457645,54.55674907531938,97.29581872192887
112,session_2,0,112,010,25.634238221445052,125.20259502093015,87.87613647754733,104.0063330273118,89.14641927204624,90.32977520369978,58.88339885091405,94.70742891334937,56.149168932693215,105.33351181028836
112,session_2,0,112,012,29.97064641556757,117.37921091609074,89.05530588678548,96.4272279450575,88.916785930129,80.89930689126344,52.08741687648854,89.83815406903746,56.284498325067254,94.72552761785656
112,session_2,0,112,014,27.128535621716264,118.03088320116996,97.33336165774942,98.93470213329277,82.17360827934054,85.7255125566856,60.023231018540024,88.79605690455872,57.27422699080984,88.99527226838093
112,session_2,0,112,016,30.98998136455525,115.56752995839231,81.68550123834002,104.7746875466313,95.27417335769822,86.20672041274037,53.50470965130436,89.82156734798318,59.408051487923125,102.58887432366626
114,session_1,0,114,002,26.73087511786544,124.27045603073714,67.6682785440093,119.63120021127308,91.6078120559984,102.95926010098648,67.34281756422784,87.03179279735384,53.73482615347685,109.38804429135708
114,session_1,0,114,004,29.644526525938936,127.31226481547773,76.73218346054584,123.84307419127644,93.34765236366988,105.91538550022982,72.24847761403674,86.01222927775518,53.321015557218,106.49942544393544
114,session_1,0,114,006,30.368696680950617,133.5146577057649,97.34439685335073,123.26972825579445,91.65974828295346,113.46689896671863,83.48602200369164,101.984767881692,65.2115246320747,110.8634747128467
114,session_1,0,114,008,16.387121523558417,119.98232121178155,78.66096108080923,111.00134356050448,78.36856649903956,95.8476279186638,66.58663030838518,81.72941412113659,46.027211260781044,97.22359764451798
114,session_2,0,114,010,18.818385491964968,88.33507508663347,68.07186614935969,88.50854330435166,62.2244663446543,69.32476377219055,37.0566545504231,58.14613386343038,30.62899417474666,67.35318415146386
114,session_2,0,114,012,22.792955696962633,133.97945907258244,99.1817045035691,130.780291542586,88.42209535647548,115.17101451380131,84.6254509068384,93.9172760893703,55.09899500015637,101.21112349397335
114,session_2,0,114,014,12.090097923966798,96.73821205107436,63.19557832777387,88.67304607217335,61.18791031031431,69.1243665116631,36.015232128196914,66.12466043651095,32.29014976989254,73.82973230296783
114,session_2,0,114,016,5.834526132933831,98.96955148733662,73.07413822735806,95.34624371961479,70.45186604621259,76.04572526921241,47.71030569554683,69.56254076474295,32.70127439538917,79.5623449051632
115,session_1,0,115,002,21.89378552739968,130.38318095308733,85.4335593709602,114.13459111383725,87.70159797480402,105.23638181119557,71.06415427540277,91.67914548265924,54.49211496362968,106.30153297156414
115,session_1,0,115,004,18.367286418480415,128.33107828682276,77.80608755101053,117.11125836243939,80.67264020492104,102.25840791550762,62.601373650016455,85.78706697962218,47.27451545218005,101.00751132645193
115,session_1,0,115,006,14.591341353968463,122.42025404335034,90.36906787798328,104.40689977994391,80.21633436629797,94.27245347955275,68.53049408631206,87.11848116406284,46.64670825317662,97.64507258706267
115,session_1,0,115,008,26.368342984693903,137.37686532696839,83.92095751494026,122.86230101097685,90.7645718567239,111.56779115411594,71.9310999923254,95.48409056926812,57.794544374032974,110.96908150376379
115,session_2,0,115,010,23.35122613709384,129.74604102665143,76.31893360550968,117.62431567226778,87.80797846416857,105.9355946957724,67.5569626568335,90.44546418888768,55.37493837350833,106.84682266825756
115,session_2,0,115,012,26.78123425448303,136.23820698452923,86.5218193733914,122.45710329036383,91.09559373727359,113.0588508494984,77.712693526736,94.89969539473236,59.55414571562008,110.35816397517424
115,session_2,0,115,014,13.082991076911442,112.25179523452415,74.44944719143425,103.74015743313409,74.30913365010946,89.04093035471901,54.13962309244656,78.9167874024109,39.81908732907106,92.82919844803689
115,session_2,0,115,016,11.961261302731145,100.77641817891634,74.14730811983979,88.96236102279984,68.41368296677354,72.3086678278902,46.308144620278654,70.98498246430333,37.99396011228605,82.63891112188296
118,session_1,0,118,002,27.234314876544747,112.12791974959916,91.39279892530564,98.43441030404912,66.87255766759434,81.72489139726652,55.217557280395525,83.33303835592442,60.590746339909,79.53144368202975
118,session_1,0,118,004,18.164302094017195,116.8772143709663,77.30312051111544,103.95705862046691,76.682934728183,85.27099195858064,51.622318122364355,82.81807327808245,48.46470882286845,90.85656782524241
118,session_1,0,118,006,26.67560371954129,132.01951002421907,92.56394151864905,108.5646256466628,89.60338865869932,95.48095498933547,60.60596342135633,99.77716259647192,59.58811705365839,106.60558090038126
118,session_1,0,118,008,27.199015034760137,126.72927549457063,75.05456316194699,115.55900048786914,88.79459371585543,98.29075628730271,65.06330992519396,92.75915337267615,56.86088882496371,106.30895395356679
118,session_2,0,118,010,6.391024279074257,103.63340455399974,75.80671469994108,92.82882665938561,69.98076249921117,77.21290007205995,53.28697979735683,72.54295269283638,38.87170300726505,84.79291064134783
118,session_2,0,118,012,15.753096736730463,128.44174999771718,93.83352684611948,103.74645398981568,81.29206762874699,93.90562356455341,61.90067145605805,92.13126443530149,50.28284696804118,99.45991210379306
118,session_2,0,118,014,13.222050151580452,119.73788500465459,85.43828214595787,99.2837075986439,74.25415116862564,86.02086339865721,55.47443074609368,83.93044798510883,45.63816154963627,92.23129755848764
118,session_2,0,118,016,8.525141075888463,115.94800684975826,85.49062408271904,100.06495961982678,72.02723270476456,86.91245468876053,57.75071665787579,80.56431726275426,40.26622621876428,88.83339863072989
119,session_1,0,119,002,8.693285923608759,103.44607553975953,75.50758803910006,92.90446470493653,67.14000858359236,74.71821276971302,51.05651063508034,73.8109140514325,35.46916348300979,81.52939797431159
119,session_1,0,119,004,37.14835953595001,133.15533104274473,126.35932647808666,136.5765083134155,101.86319119555326,125.89984425601325,96.12916324465604,116.11332798561511,74.81898645314787,118.07290745313122
119,session_1,0,119,006,44.68127300463688,111.71996933852283,124.70345830224608,122.17130411278512,91.81159116680203,114.13151913090832,86.84527853392407,114.00407927768552,81.82156505210631,100.98087708780888
119,session_1,0,119,008,30.013937146936087,132.971906938982,115.46602815287442,111.15232744730946,89.76034923544024,103.66999625898532,74.36749986384207,102.31191179119809,66.61339460285082,106.03721402084643
119,session_2,0,119,010,32.550766790034935,130.19652500599247,74.5310594333432,117.27715005906737,92.8042366083561,97.2520790139146,65.67984114214252,94.92863625261332,58.563726748814595,106.76437198875185
119,session_2,0,119,012,23.81200869947105,87.68594881332562,70.43319793153178,94.90921004530387,72.8128902616004,71.5219172961733,49.706370438890985,65.75087273153653,43.46232783730189,73.12782986803963
119,session_2,0,119,014,15.136143484612695,103.24832521771403,76.41322336364757,99.67910261385514,77.54278853363887,78.63536364169299,53.91678161209287,72.71593032157485,42.67604807955,83.94936008616412
119,session_2,0,119,016,21.247094424055682,124.61292358369725,107.96136636145745,108.23819255597937,84.0613114880722,98.63046826876368,69.6318646256365,97.20937159017025,53.33652801977107,101.49420328463877
120,session_1,0,120,002,22.540747144752054,117.80999969236008,99.82610811154811,119.7800785859537,87.5991403344643,104.44735941636141,73.30985237808389,98.44017202683598,56.051245069600704,102.28831954933824
120,session_1,0,120,004,26.437387481846248,124.91388745523096,100.26355100824256,109.37508631225734,90.68907370730129,97.66042537505547,66.96423418315713,91.86830211938135,55.06668115007017,94.28931670757862
120,session_1,0,120,006,19.987993152962325,116.10103713385051,82.97618433643171,114.91950890401986,90.34866727557984,98.40070329632987,61.926686525371736,81.91022730971858,49.860058494640384,92.82119346873594
120,session_1,0,120,008,27.70700982219197,129.55897296320606,100.41342151499602,119.43138858089736,88.55725751528344,103.39325275617301,73.75856309866539,96.14577493971167,60.77387449937319,95.3556432078962
120,session_2,0,120,010,25.149797843155017,126.97922438064612,80.88962620727047,120.8127217885226,90.62367895640743,104.74064186694358,68.52673123657439,87.15330341527795,51.48886220899564,104.97758199769041
120,session_2,0,120,012,20.630879082572022,124.5864369537874,86.70041349024747,119.62131638516433,88.69850862902099,102.25014175330196,73.32204918834698,84.9505003147273,51.41947369105988,100.9265447075983
120,session_2,0,120,014,25.507235813730553,124.06230745082922,102.80804965246669,122.49055507214086,89.7083088973235,108.92382272525792,75.98440871205817,91.81743152699352,50.172472549392026,91.56523881386421
120,session_2,0,120,016,19.0443025587285,113.2213662962623,87.69442298012551,110.3777285005603,82.01926360638608,94.72604701410427,62.6617832894168,79.98420450506289,44.98511232310451,82.0640486094019
121,session_1,0,121,002,14.357763711228523,87.73187596734607,62.55624177198973,87.94157742883499,72.28046273301675,64.70896011435413,47.751888875209964,65.74695967118346,33.171474823375796,80.45916661382064
121,session_1,0,121,004,34.14226537049888,100.10524529523614,86.82839616934587,112.24918838027601,98.0576403122306,88.37182127507151,68.91407568851024,88.10536784213191,57.06003263546509,93.54682777495228
121,session_1,0,121,006,23.154048063414468,95.83046319378603,63.99136817866664,98.11096859933491,87.84869970804694,75.784800478813,61.33063772787724,74.58044979859807,46.63507947181443,95.71750488356406
121,session_1,0,121,008,24.807455881215933,88.50318043822836,69.89150324049876,90.16562269360462,73.26805253005637,65.44305201963955,49.296083028161426,70.36007426157109,41.21053130533168,79.35206734736569
121,session_2,0,121,010,50.40951187081052,75.36417837538669,76.10006808859659,106.95842941402657,104.2388498098176,84.98606819209937,73.58724095383917,85.49345744545617,65.71069028445956,93.50453669557369
121,session_2,0,121,012,15.641874887174549,79.84169197203202,56.28714958948795,85.74637539507185,71.85760550999014,62.11990565055849,42.577397753725975,62.27627145843585,34.32177752433936,78.48700459941965
121,session_2,0,121,014,17.561250250973487,91.22684001155238,66.01844759579637,97.65797924015746,77.10015475275382,72.76929239850354,48.95624776157255,68.71645694556686,40.62669321910406,81.74289274382787
121,session_2,0,121,016,19.64264967939773,70.654661098362,57.07532270729483,76.34035492439534,59.95886979543009,58.40074993478188,38.49825904002506,51.6551585726397,29.434273634433346,63.469603642088614
122,session_1,0,122,002,21.352491989345676,124.09233740973286,94.74419880774889,110.11960658231514,87.64906653661939,91.31593511223703,65.54337169360306,90.2557931731933,53.33335131586356,98.85620565165509
122,session_1,0,122,004,9.221706631782508,105.62760456682052,79.31584631081954,101.8409196120901,75.39905016821672,83.65968914381989,52.2363052766367,72.41361861852982,34.38301727037144,81.8507282368416
122,session_1,0,122,006,10.655386684649585,108.5864702074494,72.05503813878377,100.81212223510946,72.33198651398057,82.89140793537706,46.94175017846921,73.83689965562196,36.72916275689473,82.09808372170758
122,session_1,0,122,008,30.518591642195354,132.8111990379513,82.96589991743554,123.63581447472134,97.87295138766433,107.86328204030359,76.13450531463178,95.54044798653726,62.10188212200734,112.88292178358992
122,session_2,0,122,010,16.248732281573997,107.65272555915809,71.28189801190206,91.02292897802,63.42317351041773,74.69036040182517,43.40585794605436,75.13443730537324,43.123354290349624,80.05967991417947
122,session_2,0,122,012,19.10083473289591,110.06938399127895,75.2206692673071,95.15822356992717,70.89250681681875,74.8511568404628,33.13108350077388,77.25779023422973,42.95683497987301,82.52784826334526
